Donor Potential,Donor Name,Demographic,Region,State or Province,City,Postal Code,Donation Date,Donation Amount
Medium,William McDonald,Middle Class,South,Alabama,Mobile,36608,8/12/2017,3455.29
High,Sidney Brewer,Upper-Middle Class,South,Florida,Immokalee,34142,8/13/2017,1004.13
High,Ray Cook,Middle Class,South,Louisiana,Alexandria,71301,8/14/2017,290.9
High,Jordan Wilkinson,Upper Class,South,Kentucky,Florence,41042,8/15/2017,983.8
Not Specified,Wayne English,Upper Class,South,Louisiana,New Iberia,70560,8/16/2017,574.97
Low,Sharon Thomas,Middle Class,South,Georgia,College Park,30337,8/18/2017,1703.74
High,Andrew Gonzalez,Middle Class,South,North Carolina,Charlotte,28206,8/20/2017,159.89
High,Glenda Rosen,Upper-Middle Class,South,Tennessee,La Vergne,37086,8/20/2017,7.08
Not Specified,Herbert Holden,Middle Class,South,Georgia,Atlanta,30305,8/20/2017,324.21
High,Peter McConnell,Middle Class,South,Mississippi,Columbus,39701,8/21/2017,175.65
Medium,Rick Ellis,Middle Class,South,Virginia,Springfield,22153,8/21/2017,727.85
Not Specified,Clyde Norman,Upper Class,South,North Carolina,Jacksonville,28540,8/21/2017,98.94
High,"Fox, Nathan",Middle Class,South,South Carolina,Myrtle Beach,29577,8/23/2017,35.62
High,Carla Hauser,Upper Class,South,Arkansas,Texarkana,71854,8/24/2017,638.84
High,Margaret Olsen,Upper Class,South,North Carolina,Monroe,28110,8/24/2017,1593.16
High,Lisa Roberson,Middle Class,South,Florida,Poinciana,34759,8/25/2017,163.23
High,Ted Durham,Middle Class,South,Florida,North Port,34287,8/28/2017,130.91
Low,Annie Horne,Middle Class,South,Florida,Fort Myers,33917,8/30/2017,77.64
Low,Meredith Humphrey,Middle Class,South,North Carolina,Cary,27511,8/30/2017,23.56
Not Specified,Dan Lamm,Upper Class,South,North Carolina,Asheboro,27203,9/2/2017,1431.86
Low,Jackie McCullough,Middle Class,South,Florida,Jacksonville,32216,9/3/2017,1358.02
Low,Elisabeth Gorman,Upper-Middle Class,South,Louisiana,Lafayette,70506,9/5/2017,11.04
Low,Kim Weiss,Middle Class,South,Florida,Miami,33132,9/5/2017,40136.93
Not Specified,Bonnie Matthews Rowland,Middle Class,South,Florida,Miami,33916,9/5/2017,204.96
High,Kelly Sawyer,Upper Class,South,Louisiana,Lafayette,70506,9/8/2017,291.95
High,Julian Keith Mayer,Upper Class,South,Florida,Sanford,32771,9/9/2017,541.76
Low,Andrew Gonzalez,Middle Class,South,North Carolina,Charlotte,28206,9/9/2017,1724.01
High,Sharon Long,Upper Class,South,Georgia,Marietta,30062,9/10/2017,1792.8
High,Troy Hendrix,Middle Class,South,Florida,Fort Pierce,34982,9/10/2017,4.33
Low,Anne Schultz,Upper Class,South,Georgia,Athens,30605,9/12/2017,117.88
Low,Robert Rollins,Middle Class,South,Georgia,Newnan,30265,9/12/2017,6226.83
Medium,Erica Riddle,Middle Class,South,Alabama,Prattville,36067,9/12/2017,9.17
High,Francis Sherrill,Middle Class,South,North Carolina,Asheville,28806,9/14/2017,1686.13
Medium,Larry Langston,Upper Class,South,South Carolina,Spartanburg,29301,9/14/2017,117.13
High,Bonnie Matthews Rowland,Middle Class,South,Florida,Miami,33916,9/16/2017,1384.62
High,Dan Lamm,Upper Class,South,North Carolina,Asheboro,27203,9/16/2017,82.21
High,Douglas Gay,Upper-Middle Class,South,Tennessee,Morristown,37814,9/18/2017,106.84
Medium,Harriet Bowman,Middle Class,South,South Carolina,Hilton Head Island,29915,9/18/2017,122.93
Not Specified,Sean Pugh,Upper Class,South,Florida,Sunrise,33322,9/18/2017,48.32
Medium,Melinda Thornton,Middle Class,South,Virginia,Reston,20190,9/19/2017,8052.86
Not Specified,Beverly Cameron,Middle Class,South,North Carolina,Apex,27502,9/21/2017,1735.83
Low,Andrew Gonzalez,Middle Class,South,North Carolina,Charlotte,28206,9/22/2017,3049.63
Not Specified,Dan Hoover,Upper Class,South,Alabama,Bessemer,35020,9/22/2017,36.07
High,Kenneth Pollock,Upper Class,South,Virginia,Harrisonburg,22801,9/24/2017,290.98
Not Specified,Jeffrey Lloyd,Upper Class,South,Virginia,Oakton,22124,9/24/2017,173.35
High,Lloyd Levin,Upper Class,South,North Carolina,New Bern,28560,9/25/2017,43.91
High,Jennifer Zimmerman,Upper Class,South,Arkansas,Jonesboro,72401,9/27/2017,40.07
Low,Emily Sims,Upper Class,South,Tennessee,Nashville,37211,9/28/2017,25.01
High,Zachary Potter,Upper-Middle Class,South,North Carolina,Sanford,27237,9/29/2017,929.43
Low,Carrie McIntosh,Middle Class,South,Florida,Royal Palm Beach,33411,9/29/2017,29.92
High,Gordon Walker,Middle Class,South,Arkansas,Cabot,72023,9/30/2017,327.41
High,Kim Weiss,Middle Class,South,Florida,Miami,33132,10/2/2017,374.26
Low,Sam Maynard,Upper Class,South,Georgia,Albany,31707,10/2/2017,36.54
Medium,Alicia Maynard,Upper-Middle Class,South,Tennessee,Jackson,38301,10/3/2017,10.31
High,Sandy Hunt,Middle Class,South,Florida,Altamonte Springs,32701,10/4/2017,2307.26
Medium,Edward McKenzie,Upper Class,South,Virginia,Rose Hill,24281,10/4/2017,81.14
Medium,Carrie McIntosh,Middle Class,South,Florida,Royal Palm Beach,33411,10/5/2017,34.17
High,Tina Monroe,Upper Class,South,Georgia,Sandy Springs,30328,10/6/2017,40.28
Not Specified,Arlene Grimes,Upper-Middle Class,South,Arkansas,Russellville,72801,10/7/2017,626.69
Not Specified,Mike T O'Neill,Middle Class,South,South Carolina,North Charleston,29406,10/7/2017,345
High,Earl Alston,Middle Class,South,South Carolina,Greenville,29611,10/8/2017,2471.56
Medium,Angela Rose,Middle Class,South,Florida,Spring Hill,34609,10/8/2017,141.74
Not Specified,Erika Clapp,Upper Class,South,Tennessee,Chattanooga,37421,10/8/2017,1476.19
Not Specified,Kevin Rouse,Upper Class,South,Arkansas,Bentonville,72712,10/8/2017,37.71
Medium,Allan Shields,Middle Class,South,Florida,Seminole,33772,10/9/2017,22.62
High,Jean Frazier,Middle Class,South,Alabama,Tuscaloosa,35401,10/10/2017,1478.57
Low,Kristine Holden,Upper-Middle Class,South,South Carolina,Mauldin,29662,10/11/2017,1709.23
High,Gene Gilliam,Upper-Middle Class,South,Georgia,Atlanta,30318,10/12/2017,538.3
High,Joan Floyd,Middle Class,South,Mississippi,Gulfport,39503,10/13/2017,894.88
Low,Natalie Snow,Middle Class,South,Alabama,Selma,36701,10/14/2017,141.92
High,Jane Howell,Upper Class,South,Louisiana,Baton Rouge,70802,10/15/2017,65.1
Low,Calvin J Marcus,Middle Class,South,Florida,Coconut Creek,33063,10/15/2017,476.24
High,Kelly Sawyer,Upper Class,South,Louisiana,Lafayette,70506,10/16/2017,79.61
High,Michele Bradshaw,Middle Class,South,Florida,Dunedin,34698,10/16/2017,103.37
Low,Theresa Stephens,Upper Class,South,Arkansas,Fayetteville,72701,10/16/2017,16.93
Medium,"Floyd, Joan",Middle Class,South,Mississippi,Gulfport,39503,10/17/2017,19.4
Not Specified,Lori Crowell,Middle Class,South,North Carolina,Monroe,28110,10/17/2017,321.52
High,Lloyd Levin,Upper Class,South,North Carolina,New Bern,28560,10/20/2017,882.94
Low,Sam Rouse,Upper-Middle Class,South,Georgia,Forest Park,30297,10/20/2017,29.23
Not Specified,Lillian George,Upper Class,South,Georgia,Atlanta,30318,10/20/2017,20.77
High,Geoffrey H Wong,Upper Class,South,Georgia,Rome,30161,10/21/2017,4.95
High,William Woodard,Upper Class,South,Florida,Kendall,33156,10/21/2017,37.22
Low,Joann Moser,Middle Class,South,Tennessee,Spring Hill,37174,10/22/2017,57.81
High,Julia Haynes,Middle Class,South,North Carolina,Mooresville,28115,10/23/2017,29.17
High,Cathy Hutchinson,Middle Class,South,Florida,Kissimmee,34741,10/24/2017,4158.38
Low,Sue Drake,Upper Class,South,Arkansas,Searcy,72143,10/26/2017,2848.38
Low,Melanie Cooper,Upper Class,South,Florida,North Miami Beach,33160,10/27/2017,1087.48
High,Charlene Reynolds,Upper Class,South,Florida,Davie,33314,10/29/2017,123.58
High,Juanita Bennett,Middle Class,South,Florida,Miramar,33023,10/29/2017,163.77
Medium,Allan Shields,Upper Class,South,Florida,Seminole,33772,10/30/2017,475.61
Medium,"Holden, Kristine",Upper-Middle Class,South,South Carolina,Mauldin,29662,10/30/2017,88.91
Low,Jerry Webster,Upper Class,South,Florida,Fruit Cove,32259,10/31/2017,150.78
Medium,Ken H Frazier,Middle Class,South,Virginia,Oakton,22124,11/1/2017,765.65
Medium,Stuart McLean,Middle Class,South,Florida,Riviera Beach,33404,11/2/2017,22.71
Low,Constance Ivey,Middle Class,South,Florida,Sarasota,34239,11/4/2017,614.13
Not Specified,"English, Douglas",Middle Class,South,Florida,Palm Bay,32905,11/4/2017,246.18
High,Molly Walton Forrest,Middle Class,South,Alabama,Huntsville,35810,11/5/2017,326.41
High,Christine Wilkerson,Upper Class,South,North Carolina,Chapel Hill,27514,11/6/2017,102.9
Not Specified,Andrew Gonzalez,Middle Class,South,North Carolina,Charlotte,28206,11/7/2017,3986.34
Not Specified,Brent Coates,Upper-Middle Class,South,Florida,Margate,33063,11/7/2017,1224.54
Medium,Tara Powers Underwood,Upper-Middle Class,South,Mississippi,Greenville,38701,11/9/2017,13.45
Not Specified,Samuel Newman,Upper Class,South,South Carolina,Summerville,29483,11/10/2017,72.74
Low,Margaret Olsen,Middle Class,South,North Carolina,Monroe,28110,11/12/2017,184.42
Not Specified,Gerald Raynor,Middle Class,South,Mississippi,Horn Lake,38637,11/12/2017,38.54
Not Specified,Tracy Buckley,Middle Class,South,Arkansas,North Little Rock,72113,11/12/2017,129
Low,Alicia Maynard,Upper-Middle Class,South,Tennessee,Jackson,38301,11/14/2017,53.83
High,Harold Shapiro,Middle Class,South,South Carolina,Taylors,29687,11/15/2017,391.51
High,Dana Jain,Upper-Middle Class,South,Florida,Apopka,32712,11/16/2017,636.63
High,Herbert Holden,Middle Class,South,Georgia,Atlanta,30305,11/17/2017,1569
Medium,Kathryn Cho,Upper-Middle Class,South,Georgia,Statesboro,30458,11/17/2017,2921.58
Medium,Helen Ferguson,Middle Class,South,Florida,Winter Springs,32708,11/18/2017,30.54
Not Specified,Rhonda Tuttle,Upper Class,South,Louisiana,Kenner,70065,11/18/2017,9984.85
Low,Bonnie Matthews Rowland,Middle Class,South,Florida,Miami,33916,11/19/2017,3598.82
Medium,Lisa Kim,Upper Class,South,Florida,Palm Beach Gardens,33403,11/19/2017,152.49
Low,Marie Fitzgerald,Upper Class,South,Tennessee,Farragut,37922,11/20/2017,168.44
Low,Meredith Humphrey,Middle Class,South,North Carolina,Cary,27511,11/20/2017,8.92
Medium,Derek Tuttle,Middle Class,South,South Carolina,Aiken,29801,11/20/2017,36.22
High,Michelle Steele,Middle Class,South,Alabama,Enterprise,36330,11/25/2017,220.52
High,Marguerite Howell,Middle Class,South,Louisiana,Monroe,71203,11/26/2017,189.24
Low,Stuart McLean,Middle Class,South,Florida,Riviera Beach,33404,11/26/2017,792.89
Medium,Alfred Singh,Upper Class,South,Virginia,Mechanicsville,23111,11/26/2017,11571.81
Not Specified,Carole Creech,Middle Class,South,Florida,Lake Worth,33461,11/26/2017,1156.4
High,Edna Goodwin,Upper Class,South,North Carolina,Greensboro,27405,11/27/2017,242.18
High,Harvey Barefoot,Upper-Middle Class,South,Virginia,Roanoke,24017,11/27/2017,12.99
Not Specified,Jesse Fisher,Upper-Middle Class,South,Virginia,Suffolk,23434,11/28/2017,96.15
High,Harold Shapiro,Middle Class,South,South Carolina,Taylors,29687,12/1/2017,115.15
Medium,Jay Simon,Upper Class,South,Arkansas,Rogers,72756,12/1/2017,31.72
Medium,Allan Shields,Middle Class,South,Florida,Seminole,33772,12/2/2017,52.47
Medium,Rick Ellis,Upper-Middle Class,South,Virginia,Springfield,22153,12/2/2017,115.65
High,Julian Keith Mayer,Upper Class,South,Florida,Sanford,32771,12/3/2017,107.66
Not Specified,Max Hubbard,Middle Class,South,Florida,Winter Park,32789,12/5/2017,52.51
Low,Gene Gilliam,Upper-Middle Class,South,Georgia,Atlanta,30318,12/6/2017,1703.81
Not Specified,Jason Donovan,Middle Class,South,Florida,Coral Gables,33134,12/6/2017,324.23
High,Claudia White,Upper-Middle Class,South,Tennessee,Gallatin,37066,12/7/2017,302.93
High,Julia Haynes,Middle Class,South,North Carolina,Mooresville,28115,12/7/2017,95.87
Low,Samuel Newman,Upper Class,South,South Carolina,Summerville,29483,12/7/2017,469.59
High,Dale Yu,Upper Class,South,Virginia,Danville,24541,12/9/2017,1592.97
Medium,Francis Edwards,Middle Class,South,Georgia,Evans,30809,12/9/2017,64.12
High,Ken Watson,Middle Class,South,Florida,Tallahassee,32303,12/10/2017,602.6
Low,Carolyn Fisher,Upper Class,South,Arkansas,Sherwood,72116,12/10/2017,71.01
Low,Douglas English,Middle Class,South,Florida,Palm Bay,32905,12/10/2017,1710.18
High,Lucy Levine,Middle Class,South,Florida,Deltona,32725,12/11/2017,83.3
Medium,Lucy Levine,Upper Class,South,Florida,Deltona,32725,12/11/2017,29.63
Low,Janice Cole,Upper Class,South,Louisiana,Baton Rouge,70802,12/13/2017,30.94
Not Specified,Jeanne Chandler,Middle Class,South,Tennessee,Columbia,38401,12/14/2017,28.49
High,Geoffrey H Wong,Upper Class,South,Georgia,Rome,30161,12/15/2017,87.11
High,Janice Boswell,Upper-Middle Class,South,Florida,Port Orange,32127,12/17/2017,14.66
High,Joe George,Middle Class,South,Louisiana,Bossier City,71111,12/17/2017,2849.64
Medium,Michael Shaffer,Middle Class,South,Florida,Kissimmee,34741,12/17/2017,11.89
Medium,Ricky W Clements,Middle Class,South,Alabama,Vestavia Hills,35216,12/17/2017,188.02
Medium,Kim Weiss,Middle Class,South,Florida,Miami,33132,12/18/2017,5555.6
Not Specified,Bernard Thompson,Upper Class,South,North Carolina,Raleigh,27604,12/19/2017,1050.99
High,Louise Webster Sharma,Upper Class,South,North Carolina,Hickory,28601,12/20/2017,5.33
High,Milton Pollock,Middle Class,South,Alabama,Gadsden,35904,12/20/2017,321.08
High,Constance Robertson,Middle Class,South,Florida,Tampa,33614,12/21/2017,33.53
Low,David Wrenn,Upper Class,South,Kentucky,Georgetown,40324,12/21/2017,411.64
Medium,Wallace Bridges,Middle Class,South,North Carolina,Burlington,27217,12/26/2017,14.95
Medium,Bonnie Matthews Rowland,Middle Class,South,Florida,Miami,33916,12/28/2017,152.37
High,Judy Singer,Upper-Middle Class,South,Florida,Miami,33132,12/29/2017,1745.16
Low,Melanie Barker Hirsch,Middle Class,South,Georgia,Douglasville,30135,12/31/2017,915.7
Not Specified,Sandra Faulkner,Middle Class,South,Virginia,Portsmouth,23701,12/31/2017,1130.15
